course,EX,A,B,C,D,P,F,session
GG20004-PETROLOGY,0,0,0,0,0,2,0,Spring 18
GG20004-PETROLOGY,0,4,11,8,1,1,0,Spring 20
EX30004-GEOPHYSICAL FIELD THEORY,0,0,0,0,0,2,0,Autumn 19
EX30004-GEOPHYSICAL FIELD THEORY,9,8,1,4,0,0,1,Autumn 21
EX30004-GEOPHYSICAL FIELD THEORY,1,1,3,5,4,6,0,Autumn 22
EX30008-GEOPHYSICAL SIGNAL PROCESSING,0,0,0,0,0,2,0,Spring 19
EX30008-GEOPHYSICAL SIGNAL PROCESSING,3,10,7,2,2,0,1,Spring 21
EX31006-GRAVITY & MAGNETIC METHODS OF PROSPECTING,0,0,0,0,2,0,0,Spring 19
EX31006-GRAVITY & MAGNETIC METHODS OF PROSPECTING,0,1,12,7,3,1,1,Spring 21
EX38002-FIELD WORK,0,0,2,0,0,0,0,Spring 19
EX38002-FIELD WORK,2,10,12,0,0,0,0,Spring 21
EX38002-FIELD WORK,17,1,2,0,0,0,0,Spring 22
EX39006-GRAVITY & MAGNETIC METHODS LAB.,0,0,1,0,1,0,0,Spring 19
EX39006-GRAVITY & MAGNETIC METHODS LAB.,7,4,7,4,1,1,1,Spring 21
EX50017-GEOPHYSICAL INVERSE THEORY,0,0,1,0,0,1,0,Spring 19
EX50017-GEOPHYSICAL INVERSE THEORY,6,8,13,18,3,0,0,Spring 21
EX41001-ELECTRICAL METHODS OF  PROSPECTING,0,0,0,0,0,1,1,Autumn 20
EX41001-ELECTRICAL METHODS OF  PROSPECTING,0,0,2,1,8,9,4,Autumn 22
EX41003-SEISMIC METHODS OF PROSPECTING,0,0,0,0,1,3,5,Autumn 20
EX41003-SEISMIC METHODS OF PROSPECTING,0,0,0,2,6,14,2,Autumn 22
EX41003-SEISMIC METHODS OF PROSPECTING,7,12,5,1,0,0,3,Autumn 21
EX49001-ELECTRICAL METHODS LAB.,0,0,1,0,1,0,0,Autumn 20
EX49001-ELECTRICAL METHODS LAB.,0,2,16,2,3,0,1,Autumn 22
EX49003-SEISMIC METHODS LAB.,0,0,0,2,0,0,0,Autumn 20
EX49003-SEISMIC METHODS LAB.,0,0,1,3,6,12,2,Autumn 22
EX41002-ELECTROMAGNETIC METHODS OF  PROSPECTING,0,0,0,0,1,1,0,Spring 20
EX41002-ELECTROMAGNETIC METHODS OF  PROSPECTING,0,1,2,8,8,4,1,Spring 22
EX49002-ELECTROMAGNETIC METHODS LABORATORY,0,0,1,0,0,1,0,Spring 20
EX49002-ELECTROMAGNETIC METHODS LABORATORY,3,8,7,4,1,0,0,Spring 22
EX49004-NUCLEAR GEOPHYSICS LABORATORY,0,1,0,0,0,1,0,Spring 20
EX49004-NUCLEAR GEOPHYSICS LABORATORY,11,11,1,0,0,0,0,Spring 22
GG52007-ENERGY RESOURCES,0,0,0,0,0,1,0,Autumn 21
GG52007-ENERGY RESOURCES,0,2,3,7,5,4,0,Autumn 22
EX58018-GEOPHYSICAL FIELDWORK - II,1,1,0,0,0,0,0,Spring 21
MI40005-NATURAL GAS ENGINEERING,0,0,0,1,0,0,0,Spring 19
GG49007-ADVANCED STRUCTURAL GEOLOGY LAB.,0,2,0,1,1,0,0,Autumn 20
GG49007-ADVANCED STRUCTURAL GEOLOGY LAB.,2,20,10,1,0,0,0,Autumn 22
GG49007-ADVANCED STRUCTURAL GEOLOGY LAB.,0,37,0,0,0,0,1,Autumn 21
PE60002-,0,2,0,0,0,0,0,Spring 21
PE60002-,1,1,2,0,0,0,0,Spring 22
BS60003-,0,0,0,1,0,0,0,Spring 19
BS60003-,0,0,0,0,1,0,0,Autumn 21
BS60003-,2,0,3,4,3,1,1,Autumn 22
BS60003-,0,0,0,0,1,0,0,Autumn 20
EE49001-CONTROL AND ELECTRONIC SYSTEM DESIGN,0,0,0,1,0,1,1,Autumn 20
EE49001-CONTROL AND ELECTRONIC SYSTEM DESIGN,4,23,23,13,3,1,1,Autumn 22
EE49001-CONTROL AND ELECTRONIC SYSTEM DESIGN,10,34,70,7,1,0,0,Spring 22
EE60034-,0,0,0,0,0,1,0,Autumn 20
EE60034-,0,0,0,0,0,1,0,Spring 21
EE48002-COMPREHENSIVE VIVA VOCE,0,0,0,1,0,0,1,Spring 20
EE48002-COMPREHENSIVE VIVA VOCE,0,7,17,16,12,14,0,Spring 22
ET60019-,0,0,1,0,0,0,0,Autumn 19
ET60019-,0,0,1,2,0,0,0,Autumn 20
CS58003-B.TECH. COMPREHENSIVE VIVA,0,0,1,1,0,0,0,Autumn 21
CS61065-,0,0,1,0,0,0,0,Autumn 21
CS61065-,7,11,10,5,3,2,0,Autumn 22
IM22001-INFORMATION SYSTEMS LAB,0,0,1,1,1,0,0,Autumn 18
IM22001-INFORMATION SYSTEMS LAB,12,34,20,0,0,0,0,Autumn 20
RE61003-,0,0,0,0,0,1,0,Autumn 20
MA29005-DESIGN & ANALYSIS OF ALGORITHMS LAB.,0,1,1,2,0,0,0,Autumn 18
MA29005-DESIGN & ANALYSIS OF ALGORITHMS LAB.,0,1,0,0,0,0,0,Autumn 19
MA29005-DESIGN & ANALYSIS OF ALGORITHMS LAB.,0,2,0,0,0,0,0,Autumn 22
MA29005-DESIGN & ANALYSIS OF ALGORITHMS LAB.,10,23,24,5,1,0,1,Autumn 20
MA20013-DISCRETE MATHEMATICS,0,0,0,0,1,3,0,Spring 18
MA20013-DISCRETE MATHEMATICS,29,49,19,2,2,1,0,Spring 20
MA30003-LINEAR ALGEBRA,0,0,0,0,2,1,1,Autumn 19
MA30003-LINEAR ALGEBRA,5,54,3,3,0,0,0,Autumn 21
MA30003-LINEAR ALGEBRA,0,0,2,4,1,0,0,Autumn 20
MA39011-OBJECT ORIENTED SYSTEMS DESIGN LABORATORY,0,0,1,1,1,1,0,Autumn 19
MA39011-OBJECT ORIENTED SYSTEMS DESIGN LABORATORY,10,29,21,9,1,0,0,Autumn 21
MA39011-OBJECT ORIENTED SYSTEMS DESIGN LABORATORY,0,1,1,2,0,0,0,Autumn 20
MA30002-MODERN ALGEBRA,0,0,0,0,0,4,0,Spring 19
MA30002-MODERN ALGEBRA,0,0,0,0,0,2,0,Spring 20
MA30002-MODERN ALGEBRA,0,4,37,22,4,0,0,Spring 21
MA30002-MODERN ALGEBRA,0,0,0,0,0,0,1,Autumn 22
MA30002-MODERN ALGEBRA,0,0,1,0,1,0,0,Spring 22
MA30006-SWITCHING & FINITE AUTOMATA,0,0,0,3,0,1,0,Spring 19
MA30006-SWITCHING & FINITE AUTOMATA,4,12,36,12,0,0,0,Spring 21
MA38002-COMPREHENSIVE VIVA,0,0,0,1,2,1,0,Spring 19
MA38002-COMPREHENSIVE VIVA,7,9,17,15,11,4,0,Spring 21
MA39014-OPERATION RESEARCH LABORATORY,0,0,2,0,0,2,0,Spring 19
MA39014-OPERATION RESEARCH LABORATORY,20,19,19,4,2,1,0,Spring 21
MA40011-FLUID MECHANICS,0,0,0,0,0,1,2,Autumn 20
MA40011-FLUID MECHANICS,2,9,10,7,19,16,1,Autumn 22
MA41007-FUNCTIONAL ANALYSIS,0,0,0,0,2,1,2,Autumn 20
MA41007-FUNCTIONAL ANALYSIS,5,17,14,12,15,0,0,Autumn 22
MA41007-FUNCTIONAL ANALYSIS,0,0,0,0,0,0,2,Autumn 19
MA41007-FUNCTIONAL ANALYSIS,8,13,11,5,0,0,1,Autumn 21
MA49003-SYSTEMS PROGRAMMING LAB.,0,0,1,2,0,0,0,Autumn 20
MA49003-SYSTEMS PROGRAMMING LAB.,5,15,19,20,4,0,0,Autumn 22
MA51122-NON LINEAR PROGRAMMING,0,0,0,0,0,0,1,Autumn 20
MA40002-INTEGRAL EQUATIONS & VARIATIONAL METHODS,0,0,0,0,0,3,0,Spring 20
MA40002-INTEGRAL EQUATIONS & VARIATIONAL METHODS,7,12,12,11,9,11,0,Spring 22
MA57011-PROJECT - PART I,0,0,2,1,0,0,0,Autumn 21
MA58007-SUMMER TRAINING,0,0,0,2,1,0,0,Autumn 21
EC21107-SEMICONDUCTOR DEVICES,0,0,0,0,2,1,0,Autumn 18
EC21107-SEMICONDUCTOR DEVICES,9,88,42,5,0,2,0,Autumn 20
EC21107-SEMICONDUCTOR DEVICES,0,1,2,1,0,0,0,Autumn 22
EC48001-INDUSTRIAL TRAINING,0,1,0,0,0,0,0,Autumn 20
EC48001-INDUSTRIAL TRAINING,0,1,0,0,0,0,0,Autumn 21
EC48001-INDUSTRIAL TRAINING,28,29,15,2,0,0,0,Autumn 22
EC60011-,0,0,1,0,0,0,0,Autumn 20
EC60011-,1,3,1,2,0,0,0,Autumn 22
EC60083-,0,0,1,0,0,0,0,Autumn 20
EC60091-,0,0,1,0,0,0,0,Autumn 20
EC60091-,0,1,0,0,0,0,0,Autumn 21
EC60501-,0,0,0,0,1,0,0,Autumn 20
EC60501-,1,0,3,2,0,0,0,Autumn 22
EC61409-,0,1,0,0,0,1,0,Autumn 20
EX28002-FIELD WORK,0,2,0,0,0,0,0,Spring 18
EX28002-FIELD WORK,0,0,0,0,1,0,0,Spring 20
EX40009-SEISMOLOGY,0,0,0,1,0,0,1,Autumn 20
EX40009-SEISMOLOGY,0,0,0,1,3,12,8,Autumn 22
GG60201-,0,0,0,0,1,0,0,Autumn 21
CY31003-ORGANIC CHEMISTRY III,0,0,0,2,0,0,0,Autumn 19
CY31003-ORGANIC CHEMISTRY III,3,10,10,1,0,0,0,Autumn 21
CL60008-,0,0,0,1,0,0,0,Spring 19
CL60008-,1,7,2,0,0,0,0,Spring 21
CL60008-,0,0,1,0,0,0,0,Spring 20
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY,0,0,0,0,1,2,0,Spring 20
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY,0,14,30,10,0,0,0,Spring 21
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY,0,1,5,2,6,10,0,Spring 22
CY50033-SOLID STATE CHEMISTRY,0,0,0,0,3,0,0,Spring 20
CY50033-SOLID STATE CHEMISTRY,4,26,22,1,1,0,0,Spring 21
CY50033-SOLID STATE CHEMISTRY,5,4,5,5,3,2,0,Spring 22
CY61044-,0,0,1,0,0,0,1,Spring 20
CY61044-,0,0,1,2,7,11,4,Spring 22
CY61044-,0,0,0,0,0,1,0,Autumn 21
MM61207-,0,0,0,1,0,0,0,Autumn 21
MM61207-,2,1,2,1,0,1,0,Autumn 22
MM61207-,0,0,0,0,0,0,1,Autumn 20
IM60068-,0,0,0,1,0,0,0,Spring 20
ET60012-,0,3,3,1,1,0,0,Autumn 21
ET60012-,2,13,14,12,4,5,0,Autumn 22
ET60012-,0,0,0,1,0,0,0,Spring 21
ET60012-,0,0,0,0,1,0,0,Autumn 20
CE60103-,0,1,1,0,0,0,0,Autumn 21
RE20001-INTRODUCTION TO RELIABILITY ENGINEERING,4,0,0,0,0,0,0,Autumn 21
RE20001-INTRODUCTION TO RELIABILITY ENGINEERING,7,27,32,14,13,6,0,Spring 22
ME60408-,0,0,0,1,0,0,0,Spring 21
ME60408-,0,0,1,0,0,0,0,Spring 22
RX60014-,1,0,5,2,4,1,0,Autumn 22
RX60014-,0,0,1,0,0,0,0,Autumn 21
RX60014-,0,0,0,2,0,0,0,Spring 20
CS60010-,0,1,0,0,0,0,0,Spring 20
CS60010-,27,26,0,1,0,0,0,Spring 21
CS60010-,15,27,12,11,1,0,0,Spring 22
CS60010-,0,0,0,0,0,1,0,Autumn 22
MA49011-THEORY OF OPERATING SYSTEMS LAB.,1,5,4,6,2,0,0,Spring 21
MA49011-THEORY OF OPERATING SYSTEMS LAB.,0,0,1,2,0,0,0,Spring 20
MA49011-THEORY OF OPERATING SYSTEMS LAB.,0,8,46,16,5,2,0,Spring 22
IP60202-,0,0,0,0,1,0,0,Spring 18
IP60202-,0,0,0,0,0,1,0,Autumn 20
IP60202-,0,0,1,0,0,0,0,Spring 20
MA30110-ADVANCED NUMERICAL TECHNIQUES,0,0,0,0,2,2,0,Spring 19
MA30110-ADVANCED NUMERICAL TECHNIQUES,3,51,10,2,0,0,0,Spring 21
MA41101-THEORY OF COMPILER DESIGN,1,0,0,0,0,0,0,Autumn 20
MA41101-THEORY OF COMPILER DESIGN,0,5,0,2,1,0,0,Autumn 22
MA41010-NON LINEAR PROGRAMMING,2,21,14,1,0,0,0,Spring 21
EC39004-VLSI LABORATORY,2,0,0,0,0,0,1,Spring 19
EC39004-VLSI LABORATORY,32,23,21,23,15,25,0,Spring 21
EC39004-VLSI LABORATORY,35,77,46,3,1,0,0,Spring 22
EC60601-,0,0,0,0,1,0,0,Autumn 20
EC60603-,0,0,1,0,0,0,0,Autumn 20
EC69023-,1,0,0,0,0,0,0,Autumn 20
TE60008-,0,0,1,0,0,0,0,Autumn 20
TE60008-,1,0,0,1,0,1,0,Spring 22
EC48002-COMPREHENSIVE VIVA-VOCE,0,0,0,1,1,0,0,Spring 20
EC48002-COMPREHENSIVE VIVA-VOCE,12,13,22,19,10,0,0,Spring 22
EC60012-,0,0,0,1,1,0,0,Spring 20
EC60012-,2,3,5,0,0,0,0,Spring 22
EC60052-,0,0,1,0,0,0,0,Spring 20
EC60054-,0,0,0,0,1,0,0,Spring 20
EC69402-,0,0,0,1,0,0,0,Spring 20
EC57003-PROJECT,0,0,1,0,0,0,0,Autumn 21
EC60013-,0,0,0,0,1,0,0,Autumn 21
EC60013-,6,8,5,12,3,4,0,Autumn 22
TE60114-,0,0,0,1,0,0,0,Autumn 21
TE60114-,1,0,0,0,1,0,0,Autumn 22
ID60017-,0,0,0,1,0,0,0,Spring 21
ID60017-,0,0,0,4,1,0,0,Spring 22
AI58001-COMPREHENSIVE VIVA VOCE,0,0,2,3,0,0,0,Autumn 22
AI67001-,1,3,0,0,1,0,0,Autumn 22
EE60038-,1,2,2,2,2,0,0,Autumn 22
MA60049-,0,0,0,0,0,0,1,Spring 20
CL61009-,0,0,0,0,1,0,0,Spring 18
HS61080-,0,0,0,0,0,1,0,Autumn 19
HS61080-,0,5,9,2,3,2,0,Autumn 20
MA41025-REGRESSION AND TIME SERIES MODEL,0,0,0,0,0,1,0,Autumn 20
MA41025-REGRESSION AND TIME SERIES MODEL,1,0,0,0,1,0,0,Autumn 21
EE60043-,1,0,0,0,0,0,0,Autumn 21
EE60043-,0,0,0,0,0,0,1,Spring 21
EE60043-,0,1,0,1,2,2,0,Autumn 22
EE60043-,0,0,0,0,0,0,1,Autumn 20
MA41009-PROBABILITY AND STATISTICS,2,0,1,0,0,0,2,Autumn 20
MA41009-PROBABILITY AND STATISTICS,0,0,0,0,0,0,2,Autumn 19
MA41009-PROBABILITY AND STATISTICS,6,15,13,3,0,0,1,Autumn 21
MA60237-,1,12,18,11,0,0,0,Autumn 22
EX41005-EARTH AND PLANETARY SYSTEMS,0,4,3,4,10,2,3,Autumn 22
EX41005-EARTH AND PLANETARY SYSTEMS,1,5,22,20,7,7,5,Autumn 21
EX41005-EARTH AND PLANETARY SYSTEMS,0,0,0,0,0,0,7,Autumn 20
HS31076-INTRODUCTION TO LANGUAGE AND LINGUISTICS,1,0,1,0,0,0,0,Autumn 22
HS31076-INTRODUCTION TO LANGUAGE AND LINGUISTICS,5,3,4,1,0,0,0,Spring 20
HS31076-INTRODUCTION TO LANGUAGE AND LINGUISTICS,2,10,5,1,0,0,0,Autumn 20
CS60111-,0,0,0,0,0,2,0,Autumn 22
CD61002-,0,0,1,0,0,0,0,Spring 19
CD61002-,2,0,0,0,0,0,0,Spring 20
CD61002-,0,1,0,0,0,0,0,Spring 21
CD61002-,0,2,1,1,0,0,0,Spring 22
HS30047-FRENCH,1,0,0,1,0,0,0,Spring 19
CH61017-,3,5,0,0,0,0,0,Autumn 22
HS66005-,5,8,3,0,0,0,1,Autumn 19
BM40009-MARKETING MANAGEMENT,0,6,18,10,4,0,0,Autumn 21
CH62001-,0,1,0,2,0,0,0,Autumn 22
IM60006-,0,0,1,0,0,0,1,Autumn 21
IM60006-,1,11,5,2,0,1,0,Spring 20
IM60006-,0,0,4,3,0,0,0,Spring 21
IM60006-,0,0,0,0,0,0,1,Autumn 22
IM60006-,0,2,8,7,9,15,0,Spring 22
IM60006-,0,0,0,0,0,1,0,Spring 19
AG66001-,11,0,0,0,0,0,0,Spring 21
AG60103-,0,0,0,1,1,0,0,Autumn 22
AG61693-,0,0,1,0,0,0,0,Autumn 22
TS66003-,0,0,0,0,0,0,2,Spring 19
HS20014-ECONOMICS OF SUSTIANABLE DEVELOPMENT,1,11,0,0,0,0,0,Spring 20
HS20014-ECONOMICS OF SUSTIANABLE DEVELOPMENT,4,3,2,0,0,0,0,Spring 21
HS60039-,0,0,1,1,0,0,0,Autumn 22
EC60002-,0,0,1,1,1,0,0,Spring 21
AG60301-,0,0,0,0,0,1,0,Autumn 22
BM63015-,0,0,0,0,0,0,1,Autumn 22
AE60030-,0,0,1,0,0,0,0,Autumn 20
HS30041-CONTEMPORARY DRAMA AND THEATRE,9,8,3,0,0,0,0,Autumn 20
AG60129-,0,0,1,0,1,1,0,Autumn 22
AG60129-,0,0,0,1,0,0,0,Autumn 20
CH42006-COMPUTER METHODS IN CHEM. ENGG.,3,4,1,2,1,0,0,Spring 21
CH42014-FUEL TECHNOLOGY,0,2,1,0,1,1,0,Spring 21
AG66002-,3,0,0,0,0,0,0,Spring 21
BM63089-,0,0,4,2,0,0,0,Autumn 21
CE31302-ENVIRONMENTAL ENGINEERING,0,5,9,4,4,0,0,Spring 21
CE31302-ENVIRONMENTAL ENGINEERING,0,4,3,3,7,17,5,Spring 22
CE31302-ENVIRONMENTAL ENGINEERING,0,0,0,0,0,1,0,Autumn 21
CE31302-ENVIRONMENTAL ENGINEERING,0,0,0,0,0,1,1,Spring 20
BT20103-MICROBIOLOGY,8,26,12,1,1,0,0,Autumn 20
BT21101-BIOCHEMISTRY,7,21,12,5,3,0,0,Autumn 20
BT21105-BIOCHEM. REACTION ENGG. AND BIOENERGETICS,1,27,13,5,1,1,0,Autumn 20
BT29001-BIOCHEMISTRY LABORATORY,12,21,11,4,0,0,0,Autumn 20
BT29003-MICROBIOLOGY LABORATORY,12,27,8,1,0,0,0,Autumn 20
BT29003-MICROBIOLOGY LABORATORY,0,0,0,0,0,0,1,Autumn 18
BT21002-CELL & MOLECULAR BIOLOGY,4,10,12,16,5,1,0,Spring 20
BT31009-GENETICS,0,11,21,11,3,1,1,Autumn 21
BT31011-ENVIRONMENTAL BIOTECHNOLOGY,1,7,25,11,1,1,1,Autumn 21
BT39001-ANALYTICAL BIOCHEMISTRY LABORATORY,3,21,20,3,1,0,0,Autumn 21
BT39003-BIOCHEMICAL ENGGINEERING LABORATORY,8,25,11,3,0,1,0,Autumn 21
BT31010-PLANT CELL TISSUE CULTURE,8,27,11,1,1,0,0,Spring 21
BT31014-IMMUNOLOGY,6,11,13,10,7,1,0,Spring 21
BT39006-PLANT CELL & TISSUE CULTURE LABORATORY,5,9,28,4,1,1,0,Spring 21
BT39008-BIOINFORMATICS LABORATORY,23,7,3,7,3,5,0,Spring 21
BT39008-BIOINFORMATICS LABORATORY,18,18,10,3,1,1,0,Spring 22
BT61030-,4,17,20,5,1,1,0,Spring 21
BT61030-,2,5,5,5,10,10,0,Spring 22
BT29002-CELL & MOLECULAR BIOLOGY LABORATORY,13,13,13,9,0,0,0,Spring 20
BT40009-BIOPROCESS TECHNOLOGY,0,4,13,21,8,1,0,Autumn 22
BT47007-PROJECT-I,7,13,11,3,1,0,1,Autumn 22
BT48017-INDUSTRIAL TRAINING,1,4,7,0,0,0,0,Autumn 22
BT49001-ENZYME TECHNOLOGY LABORATORY,6,14,18,5,4,0,0,Autumn 22
BS60005-,3,1,0,3,4,1,0,Autumn 22
MM60009-,2,1,2,0,2,2,0,Autumn 22
CH62007-,1,2,0,1,2,0,0,Autumn 22
CH62007-,0,1,0,0,0,0,0,Autumn 20
CH62049-,0,1,1,0,0,1,0,Autumn 22
MM61503-,0,0,1,0,0,0,0,Autumn 22
CH62047-,0,0,1,0,0,0,0,Autumn 22
ES61201-,0,0,1,1,0,1,0,Autumn 22
ES61209-,0,0,1,0,0,1,0,Autumn 22
CS60064-,8,1,0,0,1,0,0,Spring 21
CS60064-,1,2,1,1,0,0,0,Spring 22
BT60007-,0,1,0,0,0,0,0,Autumn 22
MM61511-,3,6,1,0,1,0,0,Autumn 22
MM61511-,2,0,2,0,0,0,3,Autumn 20
MM61511-,2,3,0,1,0,0,0,Autumn 21
IP61025-,0,0,0,0,1,1,0,Autumn 22
IP61025-,0,0,0,1,0,0,0,Autumn 20
CR60006-,0,0,1,0,0,0,0,Spring 21
CR60006-,0,2,1,0,0,0,0,Spring 22
CR60006-,0,0,0,0,1,0,0,Autumn 21
CR61026-,0,1,1,0,0,2,0,Spring 21
CH62021-,4,1,1,0,0,0,0,Autumn 22
BT47005-PROJECT - PART 1,0,1,0,0,0,0,0,Autumn 22
CE48001-INDUSTRIAL TRAINING,9,13,11,12,2,1,0,Autumn 22
CS60023-,1,2,0,1,0,0,0,Spring 21
CE60016-,2,0,3,0,0,1,0,Autumn 22
CE60016-,3,3,7,3,3,1,0,Spring 22
CE60016-,0,0,0,0,0,1,0,Autumn 20
CE60016-,0,0,0,0,0,1,0,Spring 20
MA61001-,0,1,1,2,0,0,0,Autumn 22
HS20003-STATISTICS FOR ECONOMICS,2,25,27,0,0,0,0,Autumn 20
HS20003-STATISTICS FOR ECONOMICS,0,0,0,0,0,1,0,Autumn 18
MA60035-,0,0,1,0,0,0,0,Autumn 22
CE31104-STATISTICAL METHODS IN HYDROLOGY,1,1,0,0,0,0,0,Spring 21
CE60105-,0,0,1,1,0,0,0,Autumn 22
MM40017-BASICS OF RADIOBIOLOGY RADIOPHARMACEUTICAL CHEMISTRY AND IN VITRO DIAGNOSTIC TECHNIQUES,1,1,2,0,0,0,0,Autumn 22
MM40017-BASICS OF RADIOBIOLOGY RADIOPHARMACEUTICAL CHEMISTRY AND IN VITRO DIAGNOSTIC TECHNIQUES,2,0,1,0,0,0,0,Autumn 21
CL60028-,0,1,0,0,0,1,0,Spring 21
MA60059-,0,1,0,0,0,0,0,Autumn 21
CE60115-,0,0,0,2,4,1,0,Autumn 22
CE60125-,0,0,0,1,0,0,0,Autumn 22
CE41627-ADVANCED STRUCTURAL ANALYSIS,0,0,2,2,1,0,0,Autumn 22
CE41629-THEORY OF ELASTICITY AND PLASTICITY,0,2,2,1,0,0,0,Autumn 22
CE60021-,3,10,6,2,1,0,0,Autumn 22
CE60023-,4,7,6,1,1,2,0,Autumn 22
CE60135-,7,13,2,0,0,0,0,Autumn 22
CE69023-,1,13,8,0,0,0,0,Autumn 22
CE60128-,0,0,1,0,0,0,0,Spring 21
CE60011-,0,0,0,1,1,3,0,Autumn 22
CE60013-,0,0,1,1,3,0,0,Autumn 22
BM63020-,0,0,0,0,0,1,0,Spring 20
BM63020-,0,0,0,1,0,0,0,Spring 21
BM63088-,0,0,0,1,0,0,0,Autumn 21
CE60061-,0,0,0,0,1,0,0,Autumn 22
CL61012-,0,1,0,1,0,0,0,Spring 21
IM60205-,0,0,1,0,0,0,0,Autumn 22
IM60205-,0,0,1,0,0,0,0,Autumn 21
MA60247-,0,0,1,0,0,0,0,Autumn 22
HS40003-PERSONNEL MANAGEMENT AND INDUSTRIAL RELATIONS,0,1,1,1,3,2,0,Autumn 20
EE41013-DIGITAL SIGNAL PROCESSING,0,3,9,5,8,35,13,Autumn 22
EE47002-PROJECT,6,8,6,2,0,0,0,Autumn 22
EE60037-,6,8,7,7,5,2,0,Autumn 22
EE60094-,0,1,2,0,1,0,0,Autumn 22
EE69205-,13,15,6,1,0,0,0,Autumn 22
PH60046-,0,0,1,0,0,0,0,Spring 20
EE60062-,0,5,1,3,4,1,0,Autumn 22
EE60062-,0,0,1,0,0,0,0,Autumn 21
CS60088-,0,1,0,0,0,0,0,Spring 21
CS60088-,0,2,0,2,0,3,1,Spring 22
CS60088-,0,0,0,0,0,1,0,Spring 20
MA41002-MODERN ALGEBRA,0,0,0,0,1,0,0,Spring 20
MA41002-MODERN ALGEBRA,5,22,8,3,1,0,0,Spring 21
CS43004-COMPUTER GRAPHICS,0,1,0,1,0,0,0,Spring 21
ET60008-,1,0,0,1,0,0,0,Spring 20
TE60001-,5,1,2,2,0,0,0,Autumn 22
MA60067-,0,0,1,2,0,0,0,Spring 21
MA60067-,0,1,0,0,0,0,0,Spring 20
MA60067-,0,0,1,0,1,3,0,Spring 22
EC60503-,2,1,0,0,0,0,0,Autumn 22
HS40093-INSTITUTIONAL ECONOMICS,5,0,0,0,0,0,0,Autumn 22
EC60291-,10,3,3,0,0,1,0,Autumn 22
TE61002-,2,1,1,1,2,1,0,Spring 21
TE61002-,0,0,1,0,0,0,0,Spring 22
EC60021-,0,0,1,0,0,1,0,Autumn 22
MA60003-,1,0,1,0,0,0,0,Autumn 20
MA41013-SYSTEMS PROGRAMMING,1,1,1,0,0,0,0,Autumn 20
TE61003-,0,0,1,0,0,0,0,Autumn 21
MA32010-FILE ORGANIZATION & DATABASE SYSTEMS,0,0,2,0,0,0,0,Spring 21
MA60241-,1,0,0,0,0,0,0,Autumn 22
EC60297-,5,4,0,0,0,1,0,Autumn 22
EC60101-,1,1,3,5,0,1,0,Autumn 22
EC60296-,0,0,2,0,0,0,0,Spring 21
EC60296-,8,13,4,5,0,0,0,Spring 22
EC60309-,5,2,1,0,0,0,0,Autumn 22
EP61203-,1,0,1,1,0,0,0,Autumn 22
EC47003-PROJECT-I,10,17,14,7,0,0,0,Autumn 22
EC61215-,2,2,0,1,1,0,0,Autumn 22
EC69213-,6,0,0,0,0,0,0,Autumn 22
AT60003-,0,0,1,0,0,0,0,Autumn 20
AT60003-,2,1,0,0,0,0,0,Autumn 22
EC61205-,2,1,1,0,0,0,0,Autumn 22
EC61207-,0,1,1,0,2,0,0,Autumn 22
EC61213-,2,1,1,0,0,0,0,Autumn 22
EC69209-,3,0,1,0,0,0,0,Autumn 22
EC61201-,5,7,12,13,6,8,0,Autumn 22
EC61203-,8,7,2,12,10,12,0,Autumn 22
EC61211-,12,9,10,14,6,0,0,Autumn 22
EC69211-,34,14,1,1,0,0,0,Autumn 22
EE60030-,0,0,0,1,0,0,0,Spring 21
EE60030-,0,0,0,1,1,0,0,Spring 22
GG40002-GEOEXPLORATION,1,2,2,5,3,0,0,Autumn 22
EE60032-,3,1,0,2,1,0,0,Autumn 22
EE60053-,0,0,0,0,1,1,0,Autumn 22
PH40023-ELECTRODYNAMICS,0,1,0,0,0,0,0,Autumn 22
PH40023-ELECTRODYNAMICS,0,5,21,20,2,4,3,Autumn 21
PH40023-ELECTRODYNAMICS,0,0,2,0,0,0,1,Autumn 20
PH40023-ELECTRODYNAMICS,0,0,1,0,0,0,0,Autumn 17
EE60033-,0,0,1,3,1,3,0,Autumn 22
EE69203-,0,0,1,1,0,0,0,Autumn 22
EE61203-,2,1,0,1,0,1,0,Autumn 22
EE69019-,2,1,1,1,0,0,0,Autumn 22
EE60019-,1,0,0,0,0,0,0,Autumn 22
EE60031-,1,0,1,0,0,0,0,Autumn 22
EE60023-,0,0,0,1,0,0,0,Autumn 22
EE60026-,0,0,0,0,1,0,0,Autumn 22
EE69011-,0,0,0,1,0,0,0,Autumn 22
EE69247-,1,0,0,0,0,0,0,Autumn 22
EE69249-,1,0,0,0,0,0,0,Autumn 22
MM61509-,1,0,0,0,0,0,0,Autumn 22
CL60201-,0,0,0,2,0,0,0,Autumn 22
MI39011-VENTILATION LABORATORY,1,42,31,6,0,0,1,Autumn 21
MI39013-MINING MACHINERY LABORATORY,25,35,14,4,2,0,0,Autumn 21
MI31002-MINE HAZARDS AND RESCUE,10,15,45,10,2,0,0,Spring 21
